Filename,TP,FP,FN,Precision,Recall
jpa-master.csv,1,0,0,1,1
sdljoystick4java-master.csv,1,0,0,1,1
gdal-warp-bindings-master.csv,1,0,0,1,1
webrtc-java-0.2.0.csv,4,1,0,0.8,1
jpype-master.csv,1,0,0,1,1
BazelMixedLanguage-platform.csv,1,0,0,1,1
jni-bind-Release-0.1.0-alpha.csv,0,2,0,0,1
Android-Zbar-JNI-Example-master.csv,3,0,0,1,1
LimeLight-master.csv,1,2,0,0.333333333333333,1
BazelMixedLanguage-d5087f4a69eb01f1c7904a1e3efe00483455e4d4.csv,1,0,0,1,1
jdetector-master.csv,1,2,0,0.333333333333333,1
of_core_jni-main.csv,2,0,0,1,1
android-PageFlip-JNI-master.csv,1,0,0,1,1
wolfcrypt-jni-master.csv,1,5,0,0.166666666666667,1
Intel_SGX_Proj-master.csv,0,0,0,1,1
ipc-master.csv,0,2,0,0,1
android-opusamp-master.csv,0,1,0,0,1
linenoise-android-master.csv,1,0,0,1,1
janot-master.csv,1,0,0,1,1
trime-develop.csv,1,0,0,1,1
zmq-jni-master.csv,1,0,0,1,1
AndroidDevWithCpp-master.csv,0,2,0,0,1
openssl4j-master.csv,0,1,0,0,1
libpulse-android-master.csv,0,1,0,0,1
RajawaliAssimpBridge-master.csv,0,1,0,0,1
jopus-master.csv,3,1,0,0.75,1
PYJA-master.csv,0,1,0,0,1
FumoCement-main.csv,0,0,0,1,1
hello-jniCallback-master.csv,0,0,0,1,1
GPlayer-master.csv,0,1,0,0,1
ADI-master.csv,0,1,0,0,1
jpostal-master.csv,0,0,0,1,1
Break_it_all-main.csv,2,0,0,1,1
RajawaliTollBridge-main.csv,0,1,0,0,1
JTouchToolkit-master.csv,2,1,0,0.666666666666667,1
jazzer-0.9.csv,2,0,0,1,1
AndroidJNIDemo-master.csv,1,1,0,0.5,1
JavaCAN-master.csv,2,1,0,0.666666666666667,1
android-tree-sitter-main.csv,3,4,0,0.428571428571429,1
jzorba-master.csv,0,0,0,1,1
webrtc-java-master.csv,7,0,0,1,1
CanBusApp-master.csv,0,1,0,0,1
jni_examples-master.csv,0,0,0,1,1
ndk-someiplib-main.csv,2,0,0,1,1
RobotPathfinder-master.csv,3,0,0,1,1
leveldbjni-master.csv,0,1,0,0,1
wolfssljni-master.csv,1,3,0,0.25,1
SoundTouch4Android-master.csv,0,1,0,0,1
zstd-jni-master.csv,1,2,0,0.333333333333333,1
rtlsdrj-main.csv,1,0,0,1,1
JavaNativeUtils-master.csv,4,2,0,0.666666666666667,1
extension_sdk_demo-master.csv,0,0,0,1,1
jpegkit-android-master.csv,0,1,0,0,1
neutrino-master.csv,3,0,0,1,1
rustjblas-master.csv,0,1,0,0,1
libhpdf-AndroidLibrary-master.csv,2,0,0,1,1
LibOQSTestApp-master.csv,0,0,0,1,1
jogg-master.csv,4,1,0,0.8,1
ndk-master.csv,0,2,0,0,1
DevSlashLirc-master.csv,2,0,0,1,1
VideoEffectRendering-master.csv,2,0,0,1,1
JavaCAN-javacan-1.2.csv,1,0,0,1,1
libv4l2-master.csv,0,1,0,0,1
JNIHelper-master.csv,1,0,0,1,1
JniDemo-master.csv,1,0,0,1,1
dedekind-MKL-master.csv,2,1,0,0.666666666666667,1
SDL2-Ndk-Opengles-SampleApp-master.csv,1,0,0,1,1
GrandPlan-main.csv,1,0,0,1,1
faiss-center-master.csv,1,0,0,1,1
